date,symbol,sector_code,company_name,open,high,low,close,volume,prev_close
2021-01-21,MZNP-ETF,0837,Meezan Pakistan,11.01,11.05,11.01,11.05,7500,11.09
2021-01-21,NAGC,0830,Nagina Cotton,62.5,63.75,61.51,62.28,14000,62.51
2021-01-21,NATF,0810,National Foods,230.79,240.0,229.59,238.24,569600,229.59
2021-01-21,NBP,0807,National Bank,42.45,42.68,42.2,42.34,401500,42.25
2021-01-21,NBP-CFEB,40,NBP-CFEB,0.0,0.0,0.0,42.8,0,42.75
2021-01-21,NBP-CJAN,40,NBP-CJAN,0.0,0.0,0.0,42.43,0,42.38
2021-01-21,NBP-CMAR,40,NBP-CMAR,0.0,0.0,0.0,43.18,0,43.13
2021-01-21,NBP-JAN,40,NBP-JAN,42.51,42.78,42.4,42.44,101000,42.41
2021-01-21,NCL,0829,Nishat (Chun.),51.45,52.19,50.6,50.88,903500,51.53
2021-01-21,NCL-JAN,40,NCL-JAN,50.3,51.45,50.3,50.63,66000,51.19
2021-01-21,NCML,0830,Nazir Cotton Mills,3.76,3.99,3.76,3.88,4500,3.85
2021-01-21,NCPL,0824,Nishat ChunPow,20.1,20.5,19.93,20.23,401000,19.96
2021-01-21,NETSOL,0828,Netsol Tech.,187.5,189.5,182.5,188.05,6276000,185.33
2021-01-21,NETSOL-JAN,40,NETSOL-JAN,189.01,189.7,183.02,188.4,3512000,185.48
2021-01-21,NEXT,0813,Next Capital,9.5,10.0,9.5,10.0,31000,9.7
2021-01-21,NICL,0805,Nimir Ind.Chem.,92.0,92.5,91.25,91.52,50500,91.3
2021-01-21,NML,0829,Nishat Mills Ltd,113.65,115.2,113.1,114.11,936500,113.55
2021-01-21,NML-CFEB,40,NML-CFEB,0.0,0.0,0.0,115.36,0,114.9
2021-01-21,NML-CJAN,40,NML-CJAN,0.0,0.0,0.0,114.36,0,113.91
2021-01-21,NML-CMAR,40,NML-CMAR,0.0,0.0,0.0,116.37,0,115.9
2021-01-21,NML-JAN,40,NML-JAN,114.0,115.33,113.55,114.24,368500,113.91
2021-01-21,NPL,0824,Nishat Power,27.03,28.5,27.02,27.54,543000,27.38
2021-01-21,NRL,0825,National Refinery,364.99,365.0,357.0,362.17,1378600,357.54
2021-01-21,NRL-JAN,40,NRL-JAN,363.2,366.0,358.0,363.25,1353500,358.78
2021-01-21,NRSL,0805,Nimir Resins,13.0,13.1,12.65,12.71,4806500,12.93
2021-01-21,OGDC,0820,Oil & Gas Dev.,110.0,111.5,110.0,110.38,1032668,110.1
2021-01-21,OGDC-CFEB,40,OGDC-CFEB,0.0,0.0,0.0,111.59,0,111.41
2021-01-21,OGDC-CJAN,40,OGDC-CJAN,0.0,0.0,0.0,110.62,0,110.45
2021-01-21,OGDC-CMAR,40,OGDC-CMAR,0.0,0.0,0.0,112.56,0,112.38
2021-01-21,OGDC-JAN,40,OGDC-JAN,110.51,111.68,110.5,110.54,257500,110.5
2021-01-21,OLPL,0815,Orix Leasing,27.49,27.49,26.7,26.75,72500,27.0
2021-01-21,OML,0818,Olympia Mills,11.61,12.0,11.31,11.51,6500,12.0
2021-01-21,OTSU,0823,Otsuka Pak,280.0,280.0,280.0,280.0,200,276.0
2021-01-21,PACE,0818,Pace (Pak) Ltd.,4.1,4.22,4.01,4.11,1747500,4.1
2021-01-21,PAEL,0803,Pak Elektron,39.65,40.23,39.6,39.94,3325500,39.61
2021-01-21,PAEL-CFEB,40,PAEL-CFEB,0.0,0.0,0.0,40.38,0,40.08
2021-01-21,PAEL-CJAN,40,PAEL-CJAN,0.0,0.0,0.0,40.03,0,39.73
2021-01-21,PAEL-CMAR,40,PAEL-CMAR,0.0,0.0,0.0,40.73,0,40.43
2021-01-21,PAEL-JAN,40,PAEL-JAN,39.8,40.3,39.7,39.91,1432000,39.69
2021-01-21,PAKD,0828,Pak DatacomXB,102.5,109.24,102.5,109.24,4000,105.0
2021-01-21,PAKMI,0819,Pak Mod.,2.1,2.19,2.1,2.12,22000,2.05
2021-01-21,PAKOXY,0805,Pak Oxygen Ltd.,160.1,160.78,159.0,159.01,16000,160.0
2021-01-21,PAKRI,0812,Pak Reinsurance,28.4,28.5,28.3,28.5,30000,28.1
2021-01-21,PAKT,0832,Pak Tobacco,1620.0,1699.0,1600.1,1601.75,800,1599.99
2021-01-21,PASL,0813,Pervez Ahmed Co,1.1,1.15,1.1,1.1,115000,1.12
2021-01-21,PCAL,0803,Pakistan Cables,147.01,153.0,145.66,146.03,65500,148.31
2021-01-21,PESC1,36,Pak Energy(Suku,0.0,106.7714,106.7714,106.7714,200000,106.7714
2021-01-21,PESC2,36,Pak Energy(Suku,0.0,0.0,0.0,100.59,0,100.59
2021-01-21,PHDL,0818,Pak Hotels,133.0,133.0,130.03,131.5,1500,134.01
2021-01-21,PIAA,0833,P.I.A.C.(A),4.7,4.79,4.68,4.69,493000,4.7
2021-01-21,PIBTL,0833,Pak Int.Bulk,12.93,13.29,12.81,12.84,31430000,12.68
2021-01-21,PIBTL-JAN,40,PIBTL-JAN,12.91,13.34,12.82,12.87,10626000,12.73
2021-01-21,PICT,0833,Pak.Int.Cont.,169.9,169.9,166.4,167.18,260500,167.14
2021-01-21,PIL,0812,PICIC Ins.Ltd.,1.35,1.45,1.33,1.35,143000,1.46
2021-01-21,PINL,0812,Premier Ins.,4.94,5.49,4.9,5.0,17500,5.49
2021-01-21,PIOC,0804,Pioneer Cement,104.88,108.95,104.7,106.27,2399500,104.36
2021-01-21,PIOC-CFEB,40,PIOC-CFEB,0.0,0.0,0.0,107.44,0,105.61
2021-01-21,PIOC-CJAN,40,PIOC-CJAN,0.0,0.0,0.0,106.5,0,104.69
2021-01-21,PIOC-CMAR,40,PIOC-CMAR,0.0,0.0,0.0,108.37,0,106.52
2021-01-21,PIOC-JAN,40,PIOC-JAN,105.0,109.24,105.0,106.43,1172500,104.71
2021-01-21,PKGP,0824,Pakgen Power,30.01,30.8,29.85,30.52,300000,29.75
2021-01-21,PKGS,0822,Packages Ltd.,537.0,550.0,532.32,548.73,24550,532.32
2021-01-21,PMI,0819,Prud Mod.1st,2.05,2.21,2.05,2.11,61000,2.2
2021-01-21,PNSC,0833,P.N.S.C,91.5,91.75,91.0,91.0,5500,90.34
2021-01-21,POL,0820,Pak Oilfields,405.0,414.0,405.0,410.49,81233,408.92
2021-01-21,POML,0834,Punjab Oil,231.0,231.0,231.0,231.33,200,231.33
2021-01-21,POWER,0804,Power Cement,11.74,11.95,11.4,11.49,11276000,11.67
2021-01-21,POWER-CFEB,40,POWER-CFEB,0.0,0.0,0.0,11.62,0,11.81
2021-01-21,POWER-CMAR,40,POWER-CMAR,0.0,0.0,0.0,11.72,0,11.91
2021-01-21,POWER-JAN,40,POWER-JAN,11.89,11.95,11.46,11.53,1517500,11.67
2021-01-21,POWERPS,0804,Power Cem(Pref),12.2,12.2,12.2,12.2,1000,12.26
2021-01-21,PPL,0820,Pak Petroleum,93.5,94.7,93.5,94.23,866552,93.4
2021-01-21,PPL-CFEB,40,PPL-CFEB,0.0,0.0,0.0,95.26,0,94.51
2021-01-21,PPL-CJAN,40,PPL-CJAN,0.0,0.0,0.0,94.44,0,93.69
2021-01-21,PPL-CMAR,40,PPL-CMAR,0.0,0.0,0.0,96.09,0,95.34
2021-01-21,PPL-JAN,40,PPL-JAN,94.0,94.8,93.65,94.24,214500,93.72
2021-01-21,PPP,0822,Pak Paper Prod,0.0,89.0,89.0,89.0,1500,89.0
2021-01-21,PPVC,0805,Pak.P.V.C.,3.7,3.85,3.7,3.85,2500,3.89
2021-01-21,PREMA,0810,At-Tahur Ltd.,19.2,19.71,19.2,19.31,613500,19.26
2021-01-21,PRL,0825,Pak Refinery,24.39,24.4,23.9,24.0,6364000,24.25
2021-01-21,PRL-CMAR,40,PRL-CMAR,0.0,0.0,0.0,24.47,0,24.75
2021-01-21,PRL-JAN,40,PRL-JAN,24.48,24.48,23.96,24.05,3683500,24.35
2021-01-21,PRWM,0831,Prosperity Weav,46.0,49.0,46.0,46.33,26000,46.0
2021-01-21,PSMC,0801,Pak Suzuki,215.47,217.89,213.0,213.56,136100,215.47
2021-01-21,PSMC-JAN,40,PSMC-JAN,217.5,218.87,214.0,214.53,17500,217.42
2021-01-21,PSO,0821,P.S.O.,237.05,239.88,236.02,237.46,592685,237.3
2021-01-21,PSO-CFEB,40,PSO-CFEB,0.0,0.0,0.0,240.07,0,240.13
2021-01-21,PSO-CJAN,40,PSO-CJAN,0.0,0.0,0.0,237.98,0,238.05
2021-01-21,PSO-CMAR,40,PSO-CMAR,0.0,0.0,0.0,242.15,0,242.22
2021-01-21,PSO-JAN,40,PSO-JAN,239.22,239.9,236.66,237.6,195500,237.8
2021-01-21,PSX,0813,Pak Stock Exchange,15.5,15.95,15.5,15.67,1180500,15.52
2021-01-21,PTC,0828,P.T.C.L.,9.55,9.59,9.3,9.34,2849000,9.51
2021-01-21,QUET,0829,Quetta Textile,10.5,10.75,10.25,10.75,4000,10.68
2021-01-21,QUICE,0810,Quice Food,4.74,4.88,4.7,4.72,242500,4.78
2021-01-21,RAVT,0830,Ravi Textile,10.35,10.7,10.0,10.49,167000,10.68
2021-01-21,RCML,0830,Reliance Cotton,160.0,162.1,160.0,162.1,1800,150.8
2021-01-21,REDCO,0829,Redco Textile,6.49,6.7,6.4,6.5,11000,6.31
2021-01-21,REWM,0829,Reliance Weaving,44.6,46.0,43.6,44.55,23000,45.25
2021-01-21,RICL,0812,Reliance Ins.,7.7,7.7,7.7,7.7,500,7.68
2021-01-21,RMPL,0810,Rafhan Maize,9700.0,10479.0,9619.0,10479.0,140,9900.0
2021-01-21,RPL,0822,Roshan Packages,43.49,43.49,42.5,42.65,73500,42.94
2021-01-21,RUBY,0830,Ruby Textile,7.51,7.8,7.51,7.6,14000,7.9
2021-01-21,RUPL,0827,Rupali Polyester,31.2,31.6,30.61,30.61,6500,31.4
2021-01-21,SAIF,0830,Saif Textile,17.0,17.15,15.61,16.85,7500,16.31
2021-01-21,SALT,0830,Salfi Textile,300.0,318.9,300.0,318.9,200,300.46
2021-01-21,SASML,0826,Sindh Abadgar,12.5,12.51,12.5,12.51,1000,12.5
2021-01-21,SAZEW,0801,Sazgar Eng,182.6,184.4,181.6,181.97,203400,182.55
2021-01-21,SBL,0807,Samba Bank,7.81,7.9,7.75,7.8,370000,7.85
2021-01-21,SCBPL,0807,St.Chart.Bank,32.5,33.69,32.5,33.15,7500,33.0
2021-01-21,SCL,0810,Shield Corp.,310.0,310.0,300.0,309.0,700,305.0
2021-01-21,SEARL,0823,The Searle Co.,257.6,260.39,256.25,257.2,438522,256.54
2021-01-21,SEARL-CFEB,40,SEARL-CFEB,0.0,0.0,0.0,260.02,0,259.6
2021-01-21,SEARL-CJAN,40,SEARL-CJAN,0.0,0.0,0.0,257.76,0,257.35
2021-01-21,SEARL-CMAR,40,SEARL-CMAR,0.0,0.0,0.0,262.28,0,261.86
2021-01-21,SEARL-JAN,40,SEARL-JAN,258.7,260.5,257.0,257.34,143000,257.37
2021-01-21,SEL,0824,Sitara Energy,16.31,16.31,16.2,16.21,17500,16.45
2021-01-21,SEPL,0822,Security Paper,179.98,179.98,176.68,177.19,12500,179.02
2021-01-21,SERF,0831,Service Fabrics,14.71,15.15,14.12,14.33,1442000,14.36
2021-01-21,SERT,0830,Service Textile,16.4,16.98,16.4,16.98,51500,15.8
2021-01-21,SHCM,0830,Shadman Cotton,0.0,19.6,19.6,19.6,500,19.6
2021-01-21,SHDT,0830,Shadab Textile,37.5,38.0,37.26,37.26,8000,37.5
2021-01-21,SHEL,0821,Shell Pakistan,209.0,209.97,204.0,204.31,271600,208.65
2021-01-21,SHELR,0821,Shell Pakistan(,95.25,95.88,93.01,93.37,387500,95.42
2021-01-21,SHFA,0818,Shifa Int.Hosp,246.0,249.0,241.0,244.8,65300,251.7
2021-01-21,SHNI,0812,Shaheen Ins.,4.86,5.15,4.84,4.84,6500,5.2
2021-01-21,SHSML,0826,Shahmurad SugarXD,94.5,94.5,92.0,92.17,42200,93.17
2021-01-21,SIEM,0803,Siemens Pak.XD,548.1,580.0,548.05,556.09,3450,550.33
2021-01-21,SILK,0807,Silk Bank Ltd,1.3,1.32,1.18,1.2,16364500,1.29
2021-01-21,SINDM,0819,Sindh Modaraba,8.95,8.95,8.9,8.9,3500,8.97
2021-01-21,SITC,0805,Sitara Chemical,321.02,326.5,318.61,324.18,22500,320.54
2021-01-21,SKRS,0826,Sakrand Sugar,10.6,10.8,10.32,10.41,96500,10.64
2021-01-21,SLL,0815,SME Leasing Ltd,3.5,3.5,3.5,3.5,500,3.49
2021-01-21,SLYT,0830,Sally Textile,4.69,4.7,4.5,4.5,26000,4.65
2021-01-21,SMBL,0807,Summit Bank,1.8,1.9,1.8,1.89,1278000,1.73
2021-01-21,SMCPL,0804,Safe Mix Con.Lt,7.57,8.23,7.55,7.86,942500,7.36
2021-01-21,SML,0826,Shakarganj Limited,39.1,39.1,38.0,38.0,7000,39.01
2021-01-21,SMTM,0831,Samin Textile,8.5,8.5,7.86,7.93,198500,8.45
2021-01-21,SNAI,0830,Sana Ind,70.0,70.0,69.5,70.0,3000,70.0
2021-01-21,SNBL,0807,Soneri Bank Ltd,10.89,10.99,10.75,10.76,92000,10.75
2021-01-21,SNGP,0821,Sui North Gas,45.2,45.5,44.8,44.83,1349703,44.98
2021-01-21,SNGP-CFEB,40,SNGP-CFEB,0.0,0.0,0.0,45.32,0,45.52
2021-01-21,SNGP-CJAN,40,SNGP-CJAN,0.0,0.0,0.0,44.93,0,45.12
2021-01-21,SNGP-CMAR,40,SNGP-CMAR,0.0,0.0,0.0,45.72,0,45.91
2021-01-21,SNGP-JAN,40,SNGP-JAN,45.36,45.5,44.86,44.93,136500,45.01
2021-01-21,SPEL,0818,Synthetic Prod,43.9,45.0,43.5,44.63,213500,43.45
2021-01-21,SPL,0805,Sitara Peroxide,26.76,27.55,26.76,27.44,313000,27.14
2021-01-21,SPLC,0815,Saudi Pak Leasi,1.65,1.8,1.59,1.65,460500,1.54
2021-01-21,SPWL,0824,Saif Power Ltd.,16.03,16.03,15.7,15.81,440000,15.97
2021-01-21,SRVI,0816,Service Ind.Ltd,901.0,903.99,885.1,890.33,4650,899.66
2021-01-21,SSGC,0821,Sui South Gas,15.18,15.18,14.9,14.99,423500,14.94
2021-01-21,SSGC-JAN,40,SSGC-JAN,15.1,15.1,15.0,15.0,25000,14.98
2021-01-21,SSML,0830,Saritow Spinning,10.0,11.0,10.0,11.0,313500,10.0
2021-01-21,STCL,0811,Shabbir Tiles,22.81,24.15,22.8,24.0,746500,23.09
2021-01-21,STPL,0818,Siddiqsons Tin,18.52,19.74,18.5,19.35,6008500,18.53
2021-01-21,SURC,0829,Suraj Cotton,230.0,248.9,230.0,242.0,1400,245.0
2021-01-21,SYS,0828,Systems Limited,442.5,460.5,442.0,457.31,204100,446.16
2021-01-21,TATM,0830,Tata Textile,69.0,69.0,65.0,66.12,26000,65.52
2021-01-21,TELE,0828,Telecard Limited,3.03,3.2,3.03,3.06,4675000,3.0
2021-01-21,TGL,0811,Tariq Glass Ind.,88.05,90.6,88.05,88.94,438500,88.24
2021-01-21,TGL-JAN,40,TGL-JAN,88.9,90.7,88.49,89.19,55500,88.51
2021-01-21,THALL,0802,Thal Limited,440.0,440.0,438.0,438.0,3300,437.9
2021-01-21,THCCL,0804,Thatta Cement,20.99,21.65,19.62,20.07,1164000,21.0
2021-01-21,TICL,0826,Thal Ind.Corp.XD,280.0,281.0,280.0,280.0,1600,280.0
2021-01-21,TOMCL,0810,The Organic Mea,28.11,28.52,28.11,28.3,39500,28.34
2021-01-21,TPL,0828,TPL Corp Ltd,6.9,7.01,6.88,6.88,598500,6.91
2021-01-21,TPLP,0818,TPL Properties,8.99,9.12,8.99,9.0,86000,9.0
2021-01-21,TPLT,0828,TPL Trakker Ltd,9.88,9.94,9.71,9.85,121000,9.9
2021-01-21,TREET,0810,Treet Corp,32.09,32.8,32.0,32.21,939500,32.05
2021-01-21,TREET-CMAR,40,TREET-CMAR,0.0,0.0,0.0,32.85,0,32.71
2021-01-21,TREET-JAN,40,TREET-JAN,32.25,32.94,32.13,32.25,204000,32.11
2021-01-21,TRG,0828,TRG Pak Ltd,107.5,110.9,106.3,109.5,17361500,107.19
2021-01-21,TRG-CFEB,40,TRG-CFEB,0.0,0.0,0.0,110.7,0,108.47
2021-01-21,TRG-CJAN,40,TRG-CJAN,0.0,0.0,0.0,109.74,0,107.53
2021-01-21,TRG-CMAR,40,TRG-CMAR,0.0,0.0,0.0,111.66,0,109.41
2021-01-21,TRG-JAN,40,TRG-JAN,107.5,111.0,106.4,109.77,20362000,107.38
2021-01-21,TRIPF,0818,Tri-Pack Films,160.0,164.0,160.0,161.61,39100,161.54
2021-01-21,TRPOL,0827,Tri-Star Poly,9.54,9.7,9.54,9.62,307000,9.53
2021-01-21,TRSM,0819,Trust Modaraba,3.0,3.0,3.0,3.0,500,3.13
2021-01-21,TSML,0826,Tandlianwala Sugar,198.98,199.0,198.98,198.99,300,193.99
2021-01-21,TSPL,0824,Tri-Star Power XD,4.8,5.5,4.8,5.42,296000,5.22
2021-01-21,UBDL,0818,United Brands,35.9,35.9,34.44,35.03,16500,34.51
2021-01-21,UBL,0807,United Bank,138.95,140.0,138.01,138.79,3972280,138.51
2021-01-21,UBL-CFEB,40,UBL-CFEB,0.0,0.0,0.0,140.31,0,140.16
2021-01-21,UBL-CJAN,40,UBL-CJAN,0.0,0.0,0.0,139.09,0,138.94
2021-01-21,UBL-CMAR,40,UBL-CMAR,0.0,0.0,0.0,141.53,0,141.38
2021-01-21,UBL-JAN,40,UBL-JAN,139.0,139.55,138.61,139.0,142500,138.6
2021-01-21,UCAPM,0819,Unicap Modaraba,1.11,1.11,1.1,1.1,16500,1.15
2021-01-21,UDPL,0818,United Dist.,58.25,60.8,58.0,58.5,14500,58.25
2021-01-21,UNIC,0812,United Insurance,8.07,8.3,8.02,8.15,3500,8.29
2021-01-21,UNITY,0834,Unity Foods Ltd,34.05,34.25,33.31,33.46,21205214,34.18
2021-01-21,UNITY-CFEB,40,UNITY-CFEB,0.0,0.0,0.0,33.83,0,34.59
2021-01-21,UNITY-CJAN,40,UNITY-CJAN,0.0,0.0,0.0,33.53,0,34.29
2021-01-21,UNITY-CMAR,40,UNITY-CMAR,0.0,0.0,0.0,34.12,0,34.89
2021-01-21,UNITY-JAN,40,UNITY-JAN,34.15,34.4,33.45,33.58,9714000,34.22
2021-01-21,UVIC,0812,Universal Ins.,0.0,0.0,0.0,5.4418,0,5.295
2021-01-21,WAHN,0805,Wah-Noble,252.0,265.0,247.0,255.0,2700,250.43
2021-01-21,WAVES,0803,Waves Singer,30.1,30.1,29.3,29.54,1788000,30.04
2021-01-21,WTL,0828,WorldCall Telecom,1.16,1.17,1.12,1.13,7409500,1.14
2021-01-21,WYETH,0823,Wyeth Pak Ltd,1000.0,1000.0,1000.0,1000.0,80,1000.0
2021-01-21,YOUW,0831,Yousuf Weaving,4.61,4.95,4.6,4.84,1370500,4.62
2021-01-21,ZIL,0810,ZIL Limited,111.9,111.9,110.0,110.17,400,109.17
2021-01-21,ZTL,0831,Zephyr Textile,14.7,14.7,14.0,14.35,23500,14.1
