====================================================================================================
EOD OHLCV DATA SOURCE VERIFICATION REPORT
Generated: 2026-02-01 19:05:30
====================================================================================================

SUMMARY
--------------------------------------------------
  Market Summary CSV files: 915
  Closing Rates PDF files:  1
  Dates in Database:        1259

  Dates in CSV but not DB:  0
  Dates in PDF but not DB:  0
  Dates in DB but not files: 343

====================================================================================================
DETAILED DATE BREAKDOWN (showing dates with mismatches or multiple sources)
====================================================================================================
Date         CSV      PDF      DB       DB Sources                               Status
2022-01-20   604      0        611      market_summary:611                       CSV_MISMATCH
2022-01-21   596      0        603      market_summary:603                       CSV_MISMATCH
2022-01-24   586      0        592      market_summary:592                       CSV_MISMATCH
2022-01-25   594      0        601      market_summary:601                       CSV_MISMATCH
2022-01-26   594      0        600      market_summary:600                       CSV_MISMATCH
2022-01-27   594      0        601      market_summary:601                       CSV_MISMATCH
2022-01-28   591      0        597      market_summary:597                       CSV_MISMATCH
2022-01-31   641      0        647      market_summary:647                       CSV_MISMATCH
2022-02-01   691      0        697      market_summary:697                       CSV_MISMATCH
2022-02-02   705      0        712      market_summary:712                       CSV_MISMATCH
2022-02-03   689      0        694      market_summary:694                       CSV_MISMATCH
2022-02-04   680      0        687      market_summary:687                       CSV_MISMATCH
2022-02-07   692      0        699      market_summary:699                       CSV_MISMATCH
2022-02-08   694      0        701      market_summary:701                       CSV_MISMATCH
2022-02-09   697      0        704      market_summary:704                       CSV_MISMATCH
2022-02-10   686      0        692      market_summary:692                       CSV_MISMATCH
2022-02-11   677      0        683      market_summary:683                       CSV_MISMATCH
2022-02-14   668      0        674      market_summary:674                       CSV_MISMATCH
2022-02-15   657      0        663      market_summary:663                       CSV_MISMATCH
2022-02-16   657      0        662      market_summary:662                       CSV_MISMATCH
2022-02-17   668      0        674      market_summary:674                       CSV_MISMATCH
2022-02-18   653      0        658      market_summary:658                       CSV_MISMATCH
2022-02-21   661      0        667      market_summary:667                       CSV_MISMATCH
2022-02-22   662      0        668      market_summary:668                       CSV_MISMATCH
2022-02-23   675      0        681      market_summary:681                       CSV_MISMATCH
2022-02-24   700      0        707      market_summary:707                       CSV_MISMATCH
2022-02-25   680      0        687      market_summary:687                       CSV_MISMATCH
2022-02-28   686      0        692      market_summary:692                       CSV_MISMATCH
2022-03-01   714      0        721      market_summary:721                       CSV_MISMATCH
2022-03-02   704      0        709      market_summary:709                       CSV_MISMATCH
2022-03-03   670      0        676      market_summary:676                       CSV_MISMATCH
2022-03-04   651      0        656      market_summary:656                       CSV_MISMATCH
2022-03-07   670      0        676      market_summary:676                       CSV_MISMATCH
2022-03-08   655      0        662      market_summary:662                       CSV_MISMATCH
2022-03-09   662      0        668      market_summary:668                       CSV_MISMATCH
2022-03-10   676      0        682      market_summary:682                       CSV_MISMATCH
2022-03-11   653      0        659      market_summary:659                       CSV_MISMATCH
2022-03-14   650      0        656      market_summary:656                       CSV_MISMATCH
2022-03-15   660      0        666      market_summary:666                       CSV_MISMATCH
2022-03-16   669      0        675      market_summary:675                       CSV_MISMATCH
2022-03-17   649      0        655      market_summary:655                       CSV_MISMATCH
2022-03-18   650      0        656      market_summary:656                       CSV_MISMATCH
2022-03-21   633      0        639      market_summary:639                       CSV_MISMATCH
2022-03-22   636      0        642      market_summary:642                       CSV_MISMATCH
2022-03-24   653      0        656      market_summary:656                       CSV_MISMATCH
2022-03-25   639      0        643      market_summary:643                       CSV_MISMATCH
2022-03-28   632      0        636      market_summary:636                       CSV_MISMATCH
2022-03-29   667      0        672      market_summary:672                       CSV_MISMATCH
2022-03-30   659      0        664      market_summary:664                       CSV_MISMATCH
2022-03-31   664      0        668      market_summary:668                       CSV_MISMATCH
2022-04-01   666      0        672      market_summary:672                       CSV_MISMATCH
2022-04-04   606      0        611      market_summary:611                       CSV_MISMATCH
2022-04-05   602      0        606      market_summary:606                       CSV_MISMATCH
2022-04-06   631      0        635      market_summary:635                       CSV_MISMATCH
2022-04-07   614      0        618      market_summary:618                       CSV_MISMATCH
2022-04-08   632      0        637      market_summary:637                       CSV_MISMATCH
2022-04-11   687      0        692      market_summary:692                       CSV_MISMATCH
2022-04-12   660      0        665      market_summary:665                       CSV_MISMATCH
2022-04-13   666      0        671      market_summary:671                       CSV_MISMATCH
2022-04-14   648      0        654      market_summary:654                       CSV_MISMATCH
2022-04-15   639      0        644      market_summary:644                       CSV_MISMATCH
2022-04-18   640      0        645      market_summary:645                       CSV_MISMATCH
2022-04-19   650      0        654      market_summary:654                       CSV_MISMATCH
2022-04-20   636      0        640      market_summary:640                       CSV_MISMATCH
2022-04-21   622      0        627      market_summary:627                       CSV_MISMATCH
2022-04-22   629      0        634      market_summary:634                       CSV_MISMATCH
2022-04-25   638      0        643      market_summary:643                       CSV_MISMATCH
2022-04-26   626      0        631      market_summary:631                       CSV_MISMATCH
2022-04-27   632      0        638      market_summary:638                       CSV_MISMATCH
2022-04-28   638      0        644      market_summary:644                       CSV_MISMATCH
2022-05-06   641      0        645      market_summary:645                       CSV_MISMATCH
2022-05-09   667      0        672      market_summary:672                       CSV_MISMATCH
2022-05-10   636      0        641      market_summary:641                       CSV_MISMATCH
2022-05-11   662      0        668      market_summary:668                       CSV_MISMATCH
2022-05-12   638      0        642      market_summary:642                       CSV_MISMATCH
2022-05-13   643      0        648      market_summary:648                       CSV_MISMATCH
2022-05-16   641      0        646      market_summary:646                       CSV_MISMATCH
2022-05-17   626      0        630      market_summary:630                       CSV_MISMATCH
2022-05-18   645      0        650      market_summary:650                       CSV_MISMATCH
2022-05-19   634      0        639      market_summary:639                       CSV_MISMATCH
2022-05-20   621      0        625      market_summary:625                       CSV_MISMATCH
2022-05-23   614      0        620      market_summary:620                       CSV_MISMATCH
2022-05-24   618      0        623      market_summary:623                       CSV_MISMATCH
2022-05-25   624      0        630      market_summary:630                       CSV_MISMATCH
2022-05-26   652      0        657      market_summary:657                       CSV_MISMATCH
2022-05-27   669      0        674      market_summary:674                       CSV_MISMATCH
2022-05-30   634      0        639      market_summary:639                       CSV_MISMATCH
2022-05-31   642      0        647      market_summary:647                       CSV_MISMATCH
2022-06-01   633      0        638      market_summary:638                       CSV_MISMATCH
2022-06-02   644      0        649      market_summary:649                       CSV_MISMATCH
2022-06-03   634      0        639      market_summary:639                       CSV_MISMATCH
2022-06-06   643      0        648      market_summary:648                       CSV_MISMATCH
2022-06-07   628      0        629      market_summary:629                       CSV_MISMATCH
2022-06-08   621      0        625      market_summary:625                       CSV_MISMATCH
2022-06-09   627      0        632      market_summary:632                       CSV_MISMATCH
2022-06-10   611      0        616      market_summary:616                       CSV_MISMATCH
2022-06-13   627      0        632      market_summary:632                       CSV_MISMATCH
2022-06-14   613      0        618      market_summary:618                       CSV_MISMATCH
2022-06-15   635      0        640      market_summary:640                       CSV_MISMATCH
2022-06-16   631      0        636      market_summary:636                       CSV_MISMATCH
2022-06-17   648      0        653      market_summary:653                       CSV_MISMATCH
2022-06-20   614      0        618      market_summary:618                       CSV_MISMATCH
2022-06-21   637      0        641      market_summary:641                       CSV_MISMATCH
2022-06-22   633      0        637      market_summary:637                       CSV_MISMATCH
2022-06-23   642      0        647      market_summary:647                       CSV_MISMATCH
2022-06-24   658      0        663      market_summary:663                       CSV_MISMATCH
2022-06-27   627      0        632      market_summary:632                       CSV_MISMATCH
2022-06-28   624      0        629      market_summary:629                       CSV_MISMATCH
2022-06-29   608      0        612      market_summary:612                       CSV_MISMATCH
2022-06-30   630      0        633      market_summary:633                       CSV_MISMATCH
2022-07-01   615      0        618      market_summary:618                       CSV_MISMATCH
2022-07-04   596      0        601      market_summary:601                       CSV_MISMATCH
2022-07-05   614      0        619      market_summary:619                       CSV_MISMATCH
2022-07-06   601      0        604      market_summary:604                       CSV_MISMATCH
2022-07-07   604      0        608      market_summary:608                       CSV_MISMATCH
2022-07-13   624      0        629      market_summary:629                       CSV_MISMATCH
2022-07-14   628      0        633      market_summary:633                       CSV_MISMATCH
2022-07-15   646      0        651      market_summary:651                       CSV_MISMATCH
2022-07-18   618      0        623      market_summary:623                       CSV_MISMATCH
2022-07-19   632      0        636      market_summary:636                       CSV_MISMATCH
2022-07-20   619      0        623      market_summary:623                       CSV_MISMATCH
2022-07-21   626      0        630      market_summary:630                       CSV_MISMATCH
2022-07-22   608      0        612      market_summary:612                       CSV_MISMATCH
2022-07-25   581      0        585      market_summary:585                       CSV_MISMATCH
2022-07-26   599      0        602      market_summary:602                       CSV_MISMATCH
2022-07-27   617      0        621      market_summary:621                       CSV_MISMATCH
2022-07-28   637      0        641      market_summary:641                       CSV_MISMATCH
2022-07-29   606      0        611      market_summary:611                       CSV_MISMATCH
2022-08-01   630      0        635      market_summary:635                       CSV_MISMATCH
2022-08-02   653      0        657      market_summary:657                       CSV_MISMATCH
2022-08-03   672      0        676      market_summary:676                       CSV_MISMATCH
2022-08-04   662      0        666      market_summary:666                       CSV_MISMATCH
2022-08-05   666      0        670      market_summary:670                       CSV_MISMATCH
2022-08-10   678      0        682      market_summary:682                       CSV_MISMATCH
2022-08-11   667      0        671      market_summary:671                       CSV_MISMATCH
2022-08-12   678      0        682      market_summary:682                       CSV_MISMATCH
2022-08-15   691      0        695      market_summary:695                       CSV_MISMATCH
2022-08-16   683      0        687      market_summary:687                       CSV_MISMATCH
2022-08-17   679      0        683      market_summary:683                       CSV_MISMATCH
2022-08-18   665      0        669      market_summary:669                       CSV_MISMATCH
2022-08-19   644      0        647      market_summary:647                       CSV_MISMATCH
2022-08-22   662      0        666      market_summary:666                       CSV_MISMATCH
2022-08-23   681      0        685      market_summary:685                       CSV_MISMATCH
2022-08-24   675      0        679      market_summary:679                       CSV_MISMATCH
2022-08-25   675      0        679      market_summary:679                       CSV_MISMATCH
2022-08-26   661      0        665      market_summary:665                       CSV_MISMATCH
2022-08-29   654      0        658      market_summary:658                       CSV_MISMATCH
2022-08-30   657      0        661      market_summary:661                       CSV_MISMATCH
2022-08-31   658      0        662      market_summary:662                       CSV_MISMATCH
2022-09-01   661      0        665      market_summary:665                       CSV_MISMATCH
2022-09-02   659      0        663      market_summary:663                       CSV_MISMATCH
2022-09-05   655      0        659      market_summary:659                       CSV_MISMATCH
2022-09-06   651      0        655      market_summary:655                       CSV_MISMATCH
2022-09-07   652      0        656      market_summary:656                       CSV_MISMATCH
2022-09-08   636      0        640      market_summary:640                       CSV_MISMATCH
2022-09-09   641      0        645      market_summary:645                       CSV_MISMATCH
2022-09-12   649      0        653      market_summary:653                       CSV_MISMATCH
2022-09-13   642      0        646      market_summary:646                       CSV_MISMATCH
2022-09-14   646      0        650      market_summary:650                       CSV_MISMATCH
2022-09-15   655      0        659      market_summary:659                       CSV_MISMATCH
2022-09-16   628      0        632      market_summary:632                       CSV_MISMATCH
2022-09-19   643      0        647      market_summary:647                       CSV_MISMATCH
2022-09-20   634      0        638      market_summary:638                       CSV_MISMATCH
2022-09-21   632      0        636      market_summary:636                       CSV_MISMATCH
2022-09-22   640      0        644      market_summary:644                       CSV_MISMATCH
2022-09-23   626      0        630      market_summary:630                       CSV_MISMATCH
2022-09-26   664      0        668      market_summary:668                       CSV_MISMATCH
2022-09-27   678      0        682      market_summary:682                       CSV_MISMATCH
2022-09-28   677      0        681      market_summary:681                       CSV_MISMATCH
2022-09-29   666      0        670      market_summary:670                       CSV_MISMATCH
2022-09-30   668      0        672      market_summary:672                       CSV_MISMATCH
2022-10-03   655      0        659      market_summary:659                       CSV_MISMATCH
2022-10-04   662      0        666      market_summary:666                       CSV_MISMATCH
2022-10-05   663      0        667      market_summary:667                       CSV_MISMATCH
2022-10-06   682      0        686      market_summary:686                       CSV_MISMATCH
2022-10-07   654      0        658      market_summary:658                       CSV_MISMATCH
2022-10-10   644      0        648      market_summary:648                       CSV_MISMATCH
2022-10-11   647      0        651      market_summary:651                       CSV_MISMATCH
2022-10-12   666      0        670      market_summary:670                       CSV_MISMATCH
2022-10-13   656      0        660      market_summary:660                       CSV_MISMATCH
2022-10-14   659      0        663      market_summary:663                       CSV_MISMATCH
2022-10-17   664      0        668      market_summary:668                       CSV_MISMATCH
2022-10-18   665      0        669      market_summary:669                       CSV_MISMATCH
2022-10-19   657      0        661      market_summary:661                       CSV_MISMATCH
2022-10-20   646      0        650      market_summary:650                       CSV_MISMATCH
2022-10-21   645      0        649      market_summary:649                       CSV_MISMATCH
2022-10-24   661      0        665      market_summary:665                       CSV_MISMATCH
2022-10-25   653      0        657      market_summary:657                       CSV_MISMATCH
2022-10-26   640      0        644      market_summary:644                       CSV_MISMATCH
2022-10-27   646      0        650      market_summary:650                       CSV_MISMATCH
2022-10-28   632      0        636      market_summary:636                       CSV_MISMATCH
2022-10-31   659      0        663      market_summary:663                       CSV_MISMATCH
2022-11-01   684      0        688      market_summary:688                       CSV_MISMATCH
2022-11-02   678      0        682      market_summary:682                       CSV_MISMATCH
2022-11-03   663      0        667      market_summary:667                       CSV_MISMATCH
2022-11-04   656      0        660      market_summary:660                       CSV_MISMATCH
2022-11-07   649      0        653      market_summary:653                       CSV_MISMATCH
2022-11-08   675      0        679      market_summary:679                       CSV_MISMATCH
2022-11-10   677      0        681      market_summary:681                       CSV_MISMATCH
2022-11-11   653      0        656      market_summary:656                       CSV_MISMATCH
2022-11-14   667      0        671      market_summary:671                       CSV_MISMATCH
2022-11-15   665      0        669      market_summary:669                       CSV_MISMATCH
2022-11-16   673      0        677      market_summary:677                       CSV_MISMATCH
2022-11-17   659      0        663      market_summary:663                       CSV_MISMATCH
2022-11-18   647      0        651      market_summary:651                       CSV_MISMATCH
2022-11-21   646      0        650      market_summary:650                       CSV_MISMATCH
2022-11-22   654      0        658      market_summary:658                       CSV_MISMATCH
2022-11-23   670      0        674      market_summary:674                       CSV_MISMATCH
2022-11-24   663      0        667      market_summary:667                       CSV_MISMATCH
2022-11-25   655      0        659      market_summary:659                       CSV_MISMATCH
2022-11-28   658      0        662      market_summary:662                       CSV_MISMATCH
2022-11-29   646      0        650      market_summary:650                       CSV_MISMATCH
2022-11-30   641      0        645      market_summary:645                       CSV_MISMATCH
2022-12-01   653      0        657      market_summary:657                       CSV_MISMATCH
2022-12-02   635      0        639      market_summary:639                       CSV_MISMATCH
2022-12-05   639      0        643      market_summary:643                       CSV_MISMATCH
2022-12-06   635      0        639      market_summary:639                       CSV_MISMATCH
2022-12-07   643      0        647      market_summary:647                       CSV_MISMATCH
2022-12-08   640      0        644      market_summary:644                       CSV_MISMATCH
2022-12-09   631      0        635      market_summary:635                       CSV_MISMATCH
2022-12-12   637      0        641      market_summary:641                       CSV_MISMATCH
2022-12-13   633      0        637      market_summary:637                       CSV_MISMATCH
2022-12-14   648      0        652      market_summary:652                       CSV_MISMATCH
2022-12-15   640      0        644      market_summary:644                       CSV_MISMATCH
2022-12-16   640      0        644      market_summary:644                       CSV_MISMATCH
2022-12-19   626      0        630      market_summary:630                       CSV_MISMATCH
2022-12-20   651      0        655      market_summary:655                       CSV_MISMATCH
2022-12-21   640      0        644      market_summary:644                       CSV_MISMATCH
2022-12-22   640      0        644      market_summary:644                       CSV_MISMATCH
2022-12-23   638      0        642      market_summary:642                       CSV_MISMATCH
2022-12-26   641      0        645      market_summary:645                       CSV_MISMATCH
2022-12-27   634      0        638      market_summary:638                       CSV_MISMATCH
2022-12-28   653      0        656      market_summary:656                       CSV_MISMATCH
2022-12-29   638      0        642      market_summary:642                       CSV_MISMATCH
2022-12-30   643      0        647      market_summary:647                       CSV_MISMATCH
2023-01-02   639      0        643      market_summary:643                       CSV_MISMATCH
2023-01-03   639      0        643      market_summary:643                       CSV_MISMATCH
2023-01-04   630      0        633      market_summary:633                       CSV_MISMATCH
2023-01-05   614      0        618      market_summary:618                       CSV_MISMATCH
2023-01-06   627      0        631      market_summary:631                       CSV_MISMATCH
2023-01-09   633      0        637      market_summary:637                       CSV_MISMATCH
2023-01-10   642      0        646      market_summary:646                       CSV_MISMATCH
2023-01-11   630      0        633      market_summary:633                       CSV_MISMATCH
2023-01-12   632      0        636      market_summary:636                       CSV_MISMATCH
2023-01-13   630      0        634      market_summary:634                       CSV_MISMATCH
2023-01-16   618      0        622      market_summary:622                       CSV_MISMATCH
2023-01-17   645      0        649      market_summary:649                       CSV_MISMATCH
2023-01-18   617      0        621      market_summary:621                       CSV_MISMATCH
2023-01-19   644      0        648      market_summary:648                       CSV_MISMATCH
2023-01-20   620      0        623      market_summary:623                       CSV_MISMATCH
2023-01-23   620      0        624      market_summary:624                       CSV_MISMATCH
2023-01-24   630      0        634      market_summary:634                       CSV_MISMATCH
2023-01-25   644      0        648      market_summary:648                       CSV_MISMATCH
2023-01-26   660      0        664      market_summary:664                       CSV_MISMATCH
2023-01-27   638      0        642      market_summary:642                       CSV_MISMATCH
2023-01-30   615      0        619      market_summary:619                       CSV_MISMATCH
2023-01-31   631      0        635      market_summary:635                       CSV_MISMATCH
2023-02-01   625      0        629      market_summary:629                       CSV_MISMATCH
2023-02-02   630      0        634      market_summary:634                       CSV_MISMATCH
2023-02-03   622      0        626      market_summary:626                       CSV_MISMATCH
2023-02-06   641      0        645      market_summary:645                       CSV_MISMATCH
2023-02-07   659      0        664      market_summary:664                       CSV_MISMATCH
2023-02-08   648      0        652      market_summary:652                       CSV_MISMATCH
2023-02-09   654      0        658      market_summary:658                       CSV_MISMATCH
2023-02-10   630      0        634      market_summary:634                       CSV_MISMATCH
2023-02-13   620      0        623      market_summary:623                       CSV_MISMATCH
2023-02-14   619      0        623      market_summary:623                       CSV_MISMATCH
2023-02-15   625      0        629      market_summary:629                       CSV_MISMATCH
2023-02-16   625      0        629      market_summary:629                       CSV_MISMATCH
2023-02-17   621      0        625      market_summary:625                       CSV_MISMATCH
2023-02-20   636      0        640      market_summary:640                       CSV_MISMATCH
2023-02-21   621      0        625      market_summary:625                       CSV_MISMATCH
2023-02-22   651      0        655      market_summary:655                       CSV_MISMATCH
2023-02-23   639      0        644      market_summary:644                       CSV_MISMATCH
2023-02-24   651      0        654      market_summary:654                       CSV_MISMATCH
2023-02-27   642      0        647      market_summary:647                       CSV_MISMATCH
2023-02-28   646      0        650      market_summary:650                       CSV_MISMATCH
2023-03-01   630      0        634      market_summary:634                       CSV_MISMATCH
2023-03-02   612      0        616      market_summary:616                       CSV_MISMATCH
2023-03-03   642      0        646      market_summary:646                       CSV_MISMATCH
2023-03-06   653      0        657      market_summary:657                       CSV_MISMATCH
2023-03-07   640      0        644      market_summary:644                       CSV_MISMATCH
2023-03-08   652      0        656      market_summary:656                       CSV_MISMATCH
2023-03-09   625      0        629      market_summary:629                       CSV_MISMATCH
2023-03-10   631      0        635      market_summary:635                       CSV_MISMATCH
2023-03-13   642      0        646      market_summary:646                       CSV_MISMATCH
2023-03-14   620      0        624      market_summary:624                       CSV_MISMATCH
2023-03-15   635      0        639      market_summary:639                       CSV_MISMATCH
2023-03-16   642      0        646      market_summary:646                       CSV_MISMATCH
2023-03-17   614      0        618      market_summary:618                       CSV_MISMATCH
2023-03-20   612      0        615      market_summary:615                       CSV_MISMATCH
2023-03-21   610      0        614      market_summary:614                       CSV_MISMATCH
2023-03-22   621      0        625      market_summary:625                       CSV_MISMATCH
2023-03-24   591      0        595      market_summary:595                       CSV_MISMATCH
2023-03-27   602      0        606      market_summary:606                       CSV_MISMATCH
2023-03-28   604      0        608      market_summary:608                       CSV_MISMATCH
2023-03-29   608      0        612      market_summary:612                       CSV_MISMATCH
2023-03-30   601      0        605      market_summary:605                       CSV_MISMATCH
2023-03-31   599      0        603      market_summary:603                       CSV_MISMATCH
2023-04-03   597      0        601      market_summary:601                       CSV_MISMATCH
2023-04-04   596      0        600      market_summary:600                       CSV_MISMATCH
2023-04-05   612      0        615      market_summary:615                       CSV_MISMATCH
2023-04-06   624      0        628      market_summary:628                       CSV_MISMATCH
2023-04-07   603      0        606      market_summary:606                       CSV_MISMATCH
2023-04-10   594      0        598      market_summary:598                       CSV_MISMATCH
2023-04-11   585      0        588      market_summary:588                       CSV_MISMATCH
2023-04-12   627      0        631      market_summary:631                       CSV_MISMATCH
2023-04-13   607      0        611      market_summary:611                       CSV_MISMATCH
2023-04-17   612      0        616      market_summary:616                       CSV_MISMATCH
2023-04-18   610      0        614      market_summary:614                       CSV_MISMATCH
2023-04-19   592      0        596      market_summary:596                       CSV_MISMATCH
2023-04-20   612      0        616      market_summary:616                       CSV_MISMATCH
2023-04-26   626      0        630      market_summary:630                       CSV_MISMATCH
2023-04-27   635      0        639      market_summary:639                       CSV_MISMATCH
2023-04-28   630      0        634      market_summary:634                       CSV_MISMATCH
2023-05-02   677      0        681      market_summary:681                       CSV_MISMATCH
2023-05-03   683      0        687      market_summary:687                       CSV_MISMATCH
2023-05-04   679      0        683      market_summary:683                       CSV_MISMATCH
2023-05-05   654      0        658      market_summary:658                       CSV_MISMATCH
2023-05-08   643      0        647      market_summary:647                       CSV_MISMATCH
2023-05-09   633      0        637      market_summary:637                       CSV_MISMATCH
2023-05-10   615      0        619      market_summary:619                       CSV_MISMATCH
2023-05-11   607      0        611      market_summary:611                       CSV_MISMATCH
2023-05-12   613      0        616      market_summary:616                       CSV_MISMATCH
2023-05-15   604      0        608      market_summary:608                       CSV_MISMATCH
2023-05-16   614      0        618      market_summary:618                       CSV_MISMATCH
2023-05-17   0        0        100      per_symbol_api:100                       API_ONLY
2023-05-18   0        0        90       per_symbol_api:90                        API_ONLY
2023-05-19   617      0        620      market_summary:620                       CSV_MISMATCH
2023-05-22   620      0        623      market_summary:623                       CSV_MISMATCH
2023-05-23   608      0        611      market_summary:611                       CSV_MISMATCH
2023-05-24   615      0        618      market_summary:618                       CSV_MISMATCH
2023-05-25   623      0        626      market_summary:626                       CSV_MISMATCH
2023-05-26   636      0        639      market_summary:639                       CSV_MISMATCH
2023-05-29   643      0        646      market_summary:646                       CSV_MISMATCH
2023-05-30   644      0        647      market_summary:647                       CSV_MISMATCH
2023-05-31   642      0        645      market_summary:645                       CSV_MISMATCH
2023-06-01   609      0        612      market_summary:612                       CSV_MISMATCH
2023-06-02   598      0        601      market_summary:601                       CSV_MISMATCH
2023-06-05   628      0        631      market_summary:631                       CSV_MISMATCH
2023-06-06   633      0        636      market_summary:636                       CSV_MISMATCH
2023-06-07   651      0        654      market_summary:654                       CSV_MISMATCH
2023-06-08   629      0        632      market_summary:632                       CSV_MISMATCH
2023-06-09   640      0        643      market_summary:643                       CSV_MISMATCH
2023-06-12   621      0        624      market_summary:624                       CSV_MISMATCH
2023-06-13   630      0        632      market_summary:632                       CSV_MISMATCH
2023-06-14   627      0        630      market_summary:630                       CSV_MISMATCH
2023-06-15   632      0        635      market_summary:635                       CSV_MISMATCH
2023-06-16   645      0        648      market_summary:648                       CSV_MISMATCH
2023-06-19   636      0        639      market_summary:639                       CSV_MISMATCH
2023-06-20   619      0        622      market_summary:622                       CSV_MISMATCH
2023-06-21   631      0        634      market_summary:634                       CSV_MISMATCH
2023-06-22   615      0        618      market_summary:618                       CSV_MISMATCH
2023-06-23   625      0        628      market_summary:628                       CSV_MISMATCH
2023-06-26   639      0        642      market_summary:642                       CSV_MISMATCH
2023-06-27   624      0        627      market_summary:627                       CSV_MISMATCH
2023-07-03   665      0        668      market_summary:668                       CSV_MISMATCH
2023-07-04   638      0        641      market_summary:641                       CSV_MISMATCH
2023-07-05   637      0        640      market_summary:640                       CSV_MISMATCH
2023-07-06   635      0        638      market_summary:638                       CSV_MISMATCH
2023-07-07   635      0        638      market_summary:638                       CSV_MISMATCH
2023-07-10   648      0        651      market_summary:651                       CSV_MISMATCH
2023-07-11   667      0        670      market_summary:670                       CSV_MISMATCH
2023-07-12   663      0        666      market_summary:666                       CSV_MISMATCH
2023-07-13   666      0        669      market_summary:669                       CSV_MISMATCH
2023-07-14   631      0        634      market_summary:634                       CSV_MISMATCH
2023-07-17   648      0        651      market_summary:651                       CSV_MISMATCH
2023-07-18   642      0        645      market_summary:645                       CSV_MISMATCH
2023-07-19   633      0        636      market_summary:636                       CSV_MISMATCH
2023-07-20   650      0        653      market_summary:653                       CSV_MISMATCH
2023-07-21   648      0        651      market_summary:651                       CSV_MISMATCH
2023-07-24   646      0        649      market_summary:649                       CSV_MISMATCH
2023-07-25   652      0        655      market_summary:655                       CSV_MISMATCH
2023-07-26   656      0        659      market_summary:659                       CSV_MISMATCH
2023-07-27   655      0        658      market_summary:658                       CSV_MISMATCH
2023-07-31   679      0        682      market_summary:682                       CSV_MISMATCH
2023-08-01   684      0        687      market_summary:687                       CSV_MISMATCH
2023-08-02   674      0        677      market_summary:677                       CSV_MISMATCH
2023-08-03   690      0        693      market_summary:693                       CSV_MISMATCH
2023-08-04   655      0        658      market_summary:658                       CSV_MISMATCH
2023-08-07   676      0        679      market_summary:679                       CSV_MISMATCH
2023-08-08   673      0        676      market_summary:676                       CSV_MISMATCH
2023-08-09   658      0        661      market_summary:661                       CSV_MISMATCH
2023-08-10   653      0        656      market_summary:656                       CSV_MISMATCH
2023-08-11   664      0        667      market_summary:667                       CSV_MISMATCH
2023-08-15   665      0        668      market_summary:668                       CSV_MISMATCH
